student_id,topic,difficulty,score,attempts,time_spent,next_topic,next_action,next_difficulty_adj
S043,Optimization,Intermediate,76,3,12,Optimization,Continue,Same
S044,Optimization,Beginner,13,1,20,Optimization,Revision,Same
S044,Optimization,Beginner,40,1,57,Optimization,Revision,Same
S044,Optimization,Beginner,23,2,27,Optimization,Revision,Same
S044,Optimization,Beginner,61,1,54,Optimization,Continue,Same
S044,Optimization,Beginner,66,2,20,Optimization,Continue,Same
S044,Optimization,Beginner,37,2,17,Optimization,Revision,Same
S044,Optimization,Beginner,72,2,34,Optimization,Continue,Same
S044,Optimization,Beginner,60,1,17,Optimization,Continue,Same
S044,Optimization,Beginner,74,4,38,Optimization,Continue,Same
S044,Optimization,Beginner,42,3,35,Optimization,Revision,Same
S044,Optimization,Beginner,82,4,24,Optimization,Continue,Increase
S044,Optimization,Intermediate,68,3,10,Optimization,Continue,Same
S044,Optimization,Intermediate,48,2,10,Optimization,Revision,Decrease
S044,Optimization,Beginner,87,2,15,Optimization,Continue,Increase
S044,Optimization,Intermediate,73,2,28,Optimization,Continue,Same
S044,Optimization,Intermediate,94,2,58,Optimization,Continue,Increase
S044,Optimization,Advanced,56,4,16,Optimization,Continue,Same
S044,Optimization,Advanced,39,4,19,Optimization,Revision,Decrease
S044,Optimization,Intermediate,75,4,19,Optimization,Continue,Same
S044,Optimization,Intermediate,62,4,22,Optimization,Continue,Same
S045,Optimization,Beginner,17,1,44,Optimization,Revision,Same
S045,Optimization,Beginner,37,3,44,Optimization,Revision,Same
S045,Optimization,Beginner,40,4,44,Optimization,Revision,Same
S045,Optimization,Beginner,9,4,51,Optimization,Revision,Same
S045,Optimization,Beginner,72,2,56,Optimization,Continue,Same
S045,Optimization,Beginner,68,4,43,Optimization,Continue,Same
S045,Optimization,Beginner,66,1,14,Optimization,Continue,Same
S045,Optimization,Beginner,57,4,31,Optimization,Continue,Same
S045,Optimization,Beginner,60,1,21,Optimization,Continue,Same
S045,Optimization,Beginner,100,2,60,Optimization,Continue,Increase
S045,Optimization,Intermediate,72,4,22,Optimization,Continue,Same
S045,Optimization,Intermediate,60,2,54,Optimization,Continue,Same
S045,Optimization,Intermediate,76,3,28,Optimization,Continue,Same
S045,Optimization,Intermediate,82,4,60,Optimization,Continue,Increase
S045,Optimization,Advanced,34,3,19,Optimization,Revision,Decrease
S045,Optimization,Intermediate,66,1,16,Optimization,Continue,Same
S045,Optimization,Intermediate,85,1,15,Optimization,Continue,Increase
S045,Optimization,Advanced,35,2,50,Optimization,Revision,Decrease
S045,Optimization,Intermediate,69,1,60,Optimization,Continue,Same
S045,Optimization,Intermediate,63,2,24,Optimization,Continue,Same
S046,Optimization,Beginner,55,3,20,Optimization,Continue,Same
S046,Optimization,Beginner,56,3,21,Optimization,Continue,Same
S046,Optimization,Beginner,26,1,41,Optimization,Revision,Same
S046,Optimization,Beginner,66,3,46,Optimization,Continue,Same
S046,Optimization,Beginner,75,2,39,Optimization,Continue,Same
S046,Optimization,Beginner,42,1,51,Optimization,Revision,Same
S046,Optimization,Beginner,40,4,28,Optimization,Revision,Same
S046,Optimization,Beginner,61,4,49,Optimization,Continue,Same
S046,Optimization,Beginner,89,3,37,Optimization,Continue,Increase
S046,Optimization,Intermediate,53,2,60,Optimization,Continue,Same
S046,Optimization,Intermediate,56,1,44,Optimization,Continue,Same
S046,Optimization,Intermediate,79,3,5,Optimization,Continue,Same
S046,Optimization,Intermediate,70,3,45,Optimization,Continue,Same
S046,Optimization,Intermediate,87,2,10,Optimization,Continue,Increase
S046,Optimization,Advanced,51,1,16,Optimization,Continue,Same
S046,Optimization,Advanced,59,4,47,Optimization,Continue,Same
S046,Optimization,Advanced,47,3,59,Optimization,Revision,Decrease
S046,Optimization,Intermediate,81,2,44,Optimization,Continue,Increase
S046,Optimization,Advanced,55,3,26,Optimization,Continue,Same
S046,Optimization,Advanced,34,4,30,Optimization,Revision,Decrease
S047,Optimization,Beginner,59,3,49,Optimization,Continue,Same
S047,Optimization,Beginner,41,2,30,Optimization,Revision,Same
S047,Optimization,Beginner,5,1,12,Optimization,Revision,Same
S047,Optimization,Beginner,14,1,14,Optimization,Revision,Same
S047,Optimization,Beginner,38,3,28,Optimization,Revision,Same
S047,Optimization,Beginner,50,4,53,Optimization,Continue,Same
S047,Optimization,Beginner,63,4,38,Optimization,Continue,Same
S047,Optimization,Beginner,60,3,17,Optimization,Continue,Same
S047,Optimization,Beginner,56,1,49,Optimization,Continue,Same
S047,Optimization,Beginner,68,1,11,Optimization,Continue,Same
S047,Optimization,Beginner,60,4,57,Optimization,Continue,Same
S047,Optimization,Beginner,100,2,41,Optimization,Continue,Increase
S047,Optimization,Intermediate,68,3,22,Optimization,Continue,Same
S047,Optimization,Intermediate,63,3,37,Optimization,Continue,Same
S047,Optimization,Intermediate,54,2,36,Optimization,Continue,Same
S047,Optimization,Intermediate,73,3,26,Optimization,Continue,Same
S047,Optimization,Intermediate,75,2,37,Optimization,Continue,Same
S047,Optimization,Intermediate,53,3,28,Optimization,Continue,Same
S047,Optimization,Intermediate,58,1,17,Optimization,Continue,Same
S047,Optimization,Intermediate,80,4,28,Optimization,Continue,Same
S048,Optimization,Beginner,29,1,59,Optimization,Revision,Same
S048,Optimization,Beginner,29,3,18,Optimization,Revision,Same
S048,Optimization,Beginner,55,4,23,Optimization,Continue,Same
S048,Optimization,Beginner,31,3,24,Optimization,Revision,Same
S048,Optimization,Beginner,34,1,37,Optimization,Revision,Same
S048,Optimization,Beginner,58,4,48,Optimization,Continue,Same
S048,Optimization,Beginner,53,1,10,Optimization,Continue,Same
S048,Optimization,Beginner,91,4,54,Optimization,Continue,Increase
S048,Optimization,Intermediate,46,1,36,Optimization,Revision,Decrease
S048,Optimization,Beginner,36,3,32,Optimization,Revision,Same
S048,Optimization,Beginner,65,3,46,Optimization,Continue,Same
S048,Optimization,Beginner,56,2,22,Optimization,Continue,Same
S048,Optimization,Beginner,61,2,55,Optimization,Continue,Same
S048,Optimization,Beginner,77,1,9,Optimization,Continue,Same
S048,Optimization,Beginner,72,1,14,Optimization,Continue,Same
S048,Optimization,Beginner,88,4,30,Optimization,Continue,Increase
S048,Optimization,Intermediate,68,2,60,Optimization,Continue,Same
S048,Optimization,Intermediate,84,4,33,Optimization,Continue,Increase
S048,Optimization,Advanced,63,4,40,Optimization,Continue,Same
S048,Optimization,Advanced,70,1,6,Optimization,Continue,Same
S049,Optimization,Beginner,21,1,7,Optimization,Revision,Same
S049,Optimization,Beginner,23,3,12,Optimization,Revision,Same
S049,Optimization,Beginner,34,1,32,Optimization,Revision,Same
S049,Optimization,Beginner,56,3,29,Optimization,Continue,Same
S049,Optimization,Beginner,39,2,13,Optimization,Revision,Same
S049,Optimization,Beginner,42,2,18,Optimization,Revision,Same
S049,Optimization,Beginner,39,3,45,Optimization,Revision,Same
S049,Optimization,Beginner,75,3,39,Optimization,Continue,Same
S049,Optimization,Beginner,79,1,5,Optimization,Continue,Same
S049,Optimization,Beginner,66,4,43,Optimization,Continue,Same
S049,Optimization,Beginner,85,2,21,Optimization,Continue,Increase
S049,Optimization,Intermediate,85,1,14,Optimization,Continue,Increase
S049,Optimization,Advanced,54,2,10,Optimization,Continue,Same
S049,Optimization,Advanced,59,2,55,Optimization,Continue,Same
S049,Optimization,Advanced,46,3,24,Optimization,Revision,Decrease
S049,Optimization,Intermediate,33,3,50,Optimization,Revision,Decrease
S049,Optimization,Beginner,85,1,20,Optimization,Continue,Increase
S049,Optimization,Intermediate,66,4,53,Optimization,Continue,Same
S049,Optimization,Intermediate,83,4,14,Optimization,Continue,Increase
S049,Optimization,Advanced,50,1,50,Optimization,Continue,Same
S050,Optimization,Beginner,33,4,39,Optimization,Revision,Same
S050,Optimization,Beginner,66,1,36,Optimization,Continue,Same
S050,Optimization,Beginner,44,2,38,Optimization,Revision,Same
S050,Optimization,Beginner,37,3,25,Optimization,Revision,Same
S050,Optimization,Beginner,59,1,29,Optimization,Continue,Same
S050,Optimization,Beginner,71,1,35,Optimization,Continue,Same
S050,Optimization,Beginner,59,3,25,Optimization,Continue,Same
S050,Optimization,Beginner,67,2,52,Optimization,Continue,Same
S050,Optimization,Beginner,72,3,52,Optimization,Continue,Same
S050,Optimization,Beginner,96,4,29,Optimization,Continue,Increase
S050,Optimization,Intermediate,68,2,49,Optimization,Continue,Same
S050,Optimization,Intermediate,73,1,47,Optimization,Continue,Same
S050,Optimization,Intermediate,83,3,58,Optimization,Continue,Increase
S050,Optimization,Advanced,28,3,16,Optimization,Revision,Decrease
S050,Optimization,Intermediate,75,2,34,Optimization,Continue,Same
S050,Optimization,Intermediate,83,4,29,Optimization,Continue,Increase
S050,Optimization,Advanced,33,4,12,Optimization,Revision,Decrease
S050,Optimization,Intermediate,84,4,56,Optimization,Continue,Increase
S050,Optimization,Advanced,51,1,28,Optimization,Continue,Same
S050,Optimization,Advanced,45,4,24,Optimization,Revision,Decrease
S051,Optimization,Beginner,37,1,46,Optimization,Revision,Same
S051,Optimization,Beginner,30,1,51,Optimization,Revision,Same
S051,Optimization,Beginner,50,2,39,Optimization,Continue,Same
S051,Optimization,Beginner,41,3,39,Optimization,Revision,Same
S051,Optimization,Beginner,54,2,18,Optimization,Continue,Same
S051,Optimization,Beginner,27,4,37,Optimization,Revision,Same
S051,Optimization,Beginner,53,3,60,Optimization,Continue,Same
S051,Optimization,Beginner,34,2,59,Optimization,Revision,Same
S051,Optimization,Beginner,61,1,7,Optimization,Continue,Same
S051,Optimization,Beginner,87,3,31,Optimization,Continue,Increase
S051,Optimization,Intermediate,36,2,42,Optimization,Revision,Decrease
S051,Optimization,Beginner,94,2,40,Optimization,Continue,Increase
S051,Optimization,Intermediate,81,4,26,Optimization,Continue,Increase
S051,Optimization,Advanced,39,1,5,Optimization,Revision,Decrease
S051,Optimization,Intermediate,70,3,21,Optimization,Continue,Same
S051,Optimization,Intermediate,51,2,41,Optimization,Continue,Same
S051,Optimization,Intermediate,79,2,34,Optimization,Continue,Same
S051,Optimization,Intermediate,67,3,45,Optimization,Continue,Same
S051,Optimization,Intermediate,79,4,50,Optimization,Continue,Same
S051,Optimization,Intermediate,77,4,12,Optimization,Continue,Same
S052,Optimization,Beginner,63,1,40,Optimization,Continue,Same
S052,Optimization,Beginner,46,4,15,Optimization,Revision,Same
S052,Optimization,Beginner,60,3,5,Optimization,Continue,Same
S052,Optimization,Beginner,5,1,22,Optimization,Revision,Same
S052,Optimization,Beginner,51,3,11,Optimization,Continue,Same
S052,Optimization,Beginner,57,1,53,Optimization,Continue,Same
S052,Optimization,Beginner,67,1,51,Optimization,Continue,Same
S052,Optimization,Beginner,69,4,41,Optimization,Continue,Same
S052,Optimization,Beginner,69,2,13,Optimization,Continue,Same
S052,Optimization,Beginner,57,2,13,Optimization,Continue,Same
S052,Optimization,Beginner,100,3,15,Optimization,Continue,Increase
S052,Optimization,Intermediate,62,2,43,Optimization,Continue,Same
S052,Optimization,Intermediate,59,2,39,Optimization,Continue,Same
S052,Optimization,Intermediate,63,3,31,Optimization,Continue,Same
S052,Optimization,Intermediate,42,3,55,Optimization,Revision,Decrease
S052,Optimization,Beginner,81,1,29,Optimization,Continue,Increase
S052,Optimization,Intermediate,65,2,6,Optimization,Continue,Same
S052,Optimization,Intermediate,82,2,38,Optimization,Continue,Increase
S052,Optimization,Advanced,43,2,43,Optimization,Revision,Decrease
S052,Optimization,Intermediate,47,4,12,Optimization,Revision,Decrease
S053,Optimization,Beginner,0,4,49,Optimization,Revision,Same
S053,Optimization,Beginner,22,1,18,Optimization,Revision,Same
S053,Optimization,Beginner,36,4,54,Optimization,Revision,Same
S053,Optimization,Beginner,45,4,9,Optimization,Revision,Same
S053,Optimization,Beginner,55,1,35,Optimization,Continue,Same
S053,Optimization,Beginner,68,1,46,Optimization,Continue,Same
S053,Optimization,Beginner,69,3,10,Optimization,Continue,Same
S053,Optimization,Beginner,78,2,13,Optimization,Continue,Same
S053,Optimization,Beginner,78,3,59,Optimization,Continue,Same
S053,Optimization,Beginner,75,1,49,Optimization,Continue,Same
S053,Optimization,Beginner,100,2,40,Optimization,Continue,Increase
S053,Optimization,Intermediate,59,2,40,Optimization,Continue,Same
S053,Optimization,Intermediate,74,3,46,Optimization,Continue,Same
S053,Optimization,Intermediate,97,3,52,Optimization,Continue,Increase
S053,Optimization,Advanced,52,3,8,Optimization,Continue,Same
S053,Optimization,Advanced,53,4,55,Optimization,Continue,Same
S053,Optimization,Advanced,31,3,7,Optimization,Revision,Decrease
S053,Optimization,Intermediate,38,4,21,Optimization,Revision,Decrease
S053,Optimization,Beginner,66,3,59,Optimization,Continue,Same
S053,Optimization,Beginner,92,3,56,Optimization,Continue,Increase
S054,Optimization,Beginner,35,4,13,Optimization,Revision,Same
S054,Optimization,Beginner,85,1,33,Optimization,Continue,Increase
S054,Optimization,Intermediate,11,4,18,Optimization,Revision,Decrease
S054,Optimization,Beginner,27,2,36,Optimization,Revision,Same
S054,Optimization,Beginner,62,2,12,Optimization,Continue,Same
S054,Optimization,Beginner,71,1,23,Optimization,Continue,Same
S054,Optimization,Beginner,63,4,47,Optimization,Continue,Same
S054,Optimization,Beginner,72,1,15,Optimization,Continue,Same
S054,Optimization,Beginner,53,1,55,Optimization,Continue,Same
S054,Optimization,Beginner,76,3,35,Optimization,Continue,Same
S054,Optimization,Beginner,100,3,50,Optimization,Continue,Increase
S054,Optimization,Intermediate,83,4,33,Optimization,Continue,Increase
S054,Optimization,Advanced,55,4,8,Optimization,Continue,Same
S054,Optimization,Advanced,71,4,35,Optimization,Continue,Same
S054,Optimization,Advanced,69,2,41,Optimization,Continue,Same
S054,Optimization,Advanced,49,3,37,Optimization,Revision,Decrease
S054,Optimization,Intermediate,92,3,49,Optimization,Continue,Increase
S054,Optimization,Advanced,47,4,55,Optimization,Revision,Decrease
S054,Optimization,Intermediate,60,4,28,Optimization,Continue,Same
S054,Optimization,Intermediate,59,4,49,Optimization,Continue,Same
S055,Optimization,Beginner,4,1,56,Optimization,Revision,Same
S055,Optimization,Beginner,37,2,31,Optimization,Revision,Same
S055,Optimization,Beginner,39,4,25,Optimization,Revision,Same
S055,Optimization,Beginner,57,4,36,Optimization,Continue,Same
S055,Optimization,Beginner,45,1,10,Optimization,Revision,Same
S055,Optimization,Beginner,61,4,35,Optimization,Continue,Same
S055,Optimization,Beginner,47,4,30,Optimization,Revision,Same
S055,Optimization,Beginner,63,2,9,Optimization,Continue,Same
S055,Optimization,Beginner,66,3,53,Optimization,Continue,Same
S055,Optimization,Beginner,69,1,18,Optimization,Continue,Same
S055,Optimization,Beginner,68,3,60,Optimization,Continue,Same
S055,Optimization,Beginner,70,4,18,Optimization,Continue,Same
S055,Optimization,Beginner,79,4,25,Optimization,Continue,Same
S055,Optimization,Beginner,90,3,20,Optimization,Continue,Increase
S055,Optimization,Intermediate,88,1,41,Optimization,Continue,Increase
S055,Optimization,Advanced,74,1,22,Optimization,Continue,Same
S055,Optimization,Advanced,41,4,58,Optimization,Revision,Decrease
S055,Optimization,Intermediate,79,4,46,Optimization,Continue,Same
S055,Optimization,Intermediate,77,1,41,Optimization,Continue,Same
S055,Optimization,Intermediate,50,1,49,Optimization,Continue,Same
S056,Optimization,Beginner,44,4,16,Optimization,Revision,Same
S056,Optimization,Beginner,35,1,59,Optimization,Revision,Same
S056,Optimization,Beginner,60,4,44,Optimization,Continue,Same
S056,Optimization,Beginner,44,3,36,Optimization,Revision,Same
S056,Optimization,Beginner,47,4,50,Optimization,Revision,Same
S056,Optimization,Beginner,72,1,28,Optimization,Continue,Same
S056,Optimization,Beginner,42,4,12,Optimization,Revision,Same
S056,Optimization,Beginner,61,1,33,Optimization,Continue,Same
S056,Optimization,Beginner,41,1,54,Optimization,Revision,Same
S056,Optimization,Beginner,73,2,31,Optimization,Continue,Same
S056,Optimization,Beginner,71,1,9,Optimization,Continue,Same
S056,Optimization,Beginner,64,3,17,Optimization,Continue,Same
S056,Optimization,Beginner,91,1,16,Optimization,Continue,Increase
S056,Optimization,Intermediate,64,3,34,Optimization,Continue,Same
S056,Optimization,Intermediate,74,3,38,Optimization,Continue,Same
S056,Optimization,Intermediate,67,3,5,Optimization,Continue,Same
S056,Optimization,Intermediate,60,2,15,Optimization,Continue,Same
S056,Optimization,Intermediate,67,3,25,Optimization,Continue,Same
S056,Optimization,Intermediate,61,1,55,Optimization,Continue,Same
S056,Optimization,Intermediate,89,3,20,Optimization,Continue,Increase
S057,Optimization,Beginner,17,4,54,Optimization,Revision,Same
S057,Optimization,Beginner,49,2,22,Optimization,Revision,Same
S057,Optimization,Beginner,34,2,5,Optimization,Revision,Same
S057,Optimization,Beginner,52,2,27,Optimization,Continue,Same
S057,Optimization,Beginner,55,4,19,Optimization,Continue,Same
S057,Optimization,Beginner,58,1,38,Optimization,Continue,Same
S057,Optimization,Beginner,43,3,24,Optimization,Revision,Same
S057,Optimization,Beginner,74,2,46,Optimization,Continue,Same
S057,Optimization,Beginner,53,1,49,Optimization,Continue,Same
S057,Optimization,Beginner,61,4,38,Optimization,Continue,Same
S057,Optimization,Beginner,89,1,46,Optimization,Continue,Increase
S057,Optimization,Intermediate,56,4,60,Optimization,Continue,Same
S057,Optimization,Intermediate,84,1,23,Optimization,Continue,Increase
S057,Optimization,Advanced,49,1,19,Optimization,Revision,Decrease
S057,Optimization,Intermediate,75,4,17,Optimization,Continue,Same
S057,Optimization,Intermediate,61,4,57,Optimization,Continue,Same
S057,Optimization,Intermediate,72,1,15,Optimization,Continue,Same
S057,Optimization,Intermediate,68,3,28,Optimization,Continue,Same
S057,Optimization,Intermediate,66,4,47,Optimization,Continue,Same
S057,Optimization,Intermediate,61,4,58,Optimization,Continue,Same
S058,Optimization,Beginner,56,1,5,Optimization,Continue,Same
S058,Optimization,Beginner,29,1,21,Optimization,Revision,Same
S058,Optimization,Beginner,24,4,54,Optimization,Revision,Same
S058,Optimization,Beginner,57,3,58,Optimization,Continue,Same
S058,Optimization,Beginner,70,1,22,Optimization,Continue,Same
S058,Optimization,Beginner,67,3,51,Optimization,Continue,Same
S058,Optimization,Beginner,58,4,35,Optimization,Continue,Same
S058,Optimization,Beginner,34,3,7,Optimization,Revision,Same
S058,Optimization,Beginner,100,3,60,Optimization,Continue,Increase
S058,Optimization,Intermediate,63,4,9,Optimization,Continue,Same
S058,Optimization,Intermediate,47,1,23,Optimization,Revision,Decrease
S058,Optimization,Beginner,78,1,37,Optimization,Continue,Same
S058,Optimization,Beginner,100,1,48,Optimization,Continue,Increase
S058,Optimization,Intermediate,52,1,53,Optimization,Continue,Same
S058,Optimization,Intermediate,97,2,5,Optimization,Continue,Increase
S058,Optimization,Advanced,70,1,19,Optimization,Continue,Same
S058,Optimization,Advanced,63,3,16,Optimization,Continue,Same
S058,Optimization,Advanced,60,1,31,Optimization,Continue,Same
S058,Optimization,Advanced,36,2,46,Optimization,Revision,Decrease
S058,Optimization,Intermediate,65,3,21,Optimization,Continue,Same
S059,Optimization,Beginner,41,1,52,Optimization,Revision,Same
S059,Optimization,Beginner,52,2,46,Optimization,Continue,Same
S059,Optimization,Beginner,62,4,13,Optimization,Continue,Same
S059,Optimization,Beginner,31,1,24,Optimization,Revision,Same
S059,Optimization,Beginner,41,2,13,Optimization,Revision,Same
S059,Optimization,Beginner,81,2,51,Optimization,Continue,Increase
S059,Optimization,Intermediate,29,1,59,Optimization,Revision,Decrease
S059,Optimization,Beginner,54,1,14,Optimization,Continue,Same
S059,Optimization,Beginner,71,2,27,Optimization,Continue,Same
S059,Optimization,Beginner,46,3,55,Optimization,Revision,Same
S059,Optimization,Beginner,99,3,18,Optimization,Continue,Increase
S059,Optimization,Intermediate,72,2,17,Optimization,Continue,Same
S059,Optimization,Intermediate,50,2,13,Optimization,Continue,Same
S059,Optimization,Intermediate,54,4,54,Optimization,Continue,Same
S059,Optimization,Intermediate,36,3,56,Optimization,Revision,Decrease
S059,Optimization,Beginner,99,2,31,Optimization,Continue,Increase
S059,Optimization,Intermediate,81,1,19,Optimization,Continue,Increase
S059,Optimization,Advanced,47,3,55,Optimization,Revision,Decrease
S059,Optimization,Intermediate,40,1,47,Optimization,Revision,Decrease
S059,Optimization,Beginner,100,2,24,Optimization,Continue,Increase
S060,Optimization,Beginner,50,4,25,Optimization,Continue,Same
S060,Optimization,Beginner,45,4,58,Optimization,Revision,Same
S060,Optimization,Beginner,41,4,51,Optimization,Revision,Same
S060,Optimization,Beginner,39,1,54,Optimization,Revision,Same
S060,Optimization,Beginner,75,1,24,Optimization,Continue,Same
S060,Optimization,Beginner,67,1,13,Optimization,Continue,Same
S060,Optimization,Beginner,80,2,29,Optimization,Continue,Same
S060,Optimization,Beginner,79,3,10,Optimization,Continue,Same
S060,Optimization,Beginner,58,3,35,Optimization,Continue,Same
S060,Optimization,Beginner,66,4,28,Optimization,Continue,Same
S060,Optimization,Beginner,68,4,30,Optimization,Continue,Same
S060,Optimization,Beginner,93,1,19,Optimization,Continue,Increase
S060,Optimization,Intermediate,62,2,28,Optimization,Continue,Same
S060,Optimization,Intermediate,82,4,45,Optimization,Continue,Increase
S060,Optimization,Advanced,39,2,13,Optimization,Revision,Decrease
S060,Optimization,Intermediate,82,2,26,Optimization,Continue,Increase
S060,Optimization,Advanced,28,3,32,Optimization,Revision,Decrease
S060,Optimization,Intermediate,68,3,13,Optimization,Continue,Same
S060,Optimization,Intermediate,68,3,15,Optimization,Continue,Same
S060,Optimization,Intermediate,53,4,14,Optimization,Continue,Same
S061,Optimization,Beginner,14,4,41,Optimization,Revision,Same
S061,Optimization,Beginner,44,2,52,Optimization,Revision,Same
S061,Optimization,Beginner,28,1,52,Optimization,Revision,Same
S061,Optimization,Beginner,12,3,31,Optimization,Revision,Same
S061,Optimization,Beginner,42,1,51,Optimization,Revision,Same
S061,Optimization,Beginner,42,2,16,Optimization,Revision,Same
S061,Optimization,Beginner,67,3,9,Optimization,Continue,Same
S061,Optimization,Beginner,82,4,60,Optimization,Continue,Increase
S061,Optimization,Intermediate,33,2,21,Optimization,Revision,Decrease
S061,Optimization,Beginner,84,4,46,Optimization,Continue,Increase
S061,Optimization,Intermediate,50,3,56,Optimization,Continue,Same
S061,Optimization,Intermediate,83,1,7,Optimization,Continue,Increase
S061,Optimization,Advanced,52,1,12,Optimization,Continue,Same
S061,Optimization,Advanced,45,1,26,Optimization,Revision,Decrease
S061,Optimization,Intermediate,64,1,24,Optimization,Continue,Same
S061,Optimization,Intermediate,78,2,23,Optimization,Continue,Same
S061,Optimization,Intermediate,48,2,8,Optimization,Revision,Decrease
S061,Optimization,Beginner,80,3,26,Optimization,Continue,Same
S061,Optimization,Beginner,65,2,18,Optimization,Continue,Same
S061,Optimization,Beginner,86,3,11,Optimization,Continue,Increase
S062,Optimization,Beginner,33,3,19,Optimization,Revision,Same
S062,Optimization,Beginner,36,4,6,Optimization,Revision,Same
S062,Optimization,Beginner,23,1,14,Optimization,Revision,Same
S062,Optimization,Beginner,23,4,25,Optimization,Revision,Same
S062,Optimization,Beginner,34,1,58,Optimization,Revision,Same
S062,Optimization,Beginner,61,4,16,Optimization,Continue,Same
S062,Optimization,Beginner,79,3,31,Optimization,Continue,Same
S062,Optimization,Beginner,63,2,31,Optimization,Continue,Same
S062,Optimization,Beginner,68,4,50,Optimization,Continue,Same
S062,Optimization,Beginner,76,1,31,Optimization,Continue,Same
S062,Optimization,Beginner,99,4,20,Optimization,Continue,Increase
S062,Optimization,Intermediate,77,3,49,Optimization,Continue,Same
S062,Optimization,Intermediate,44,2,51,Optimization,Revision,Decrease
S062,Optimization,Beginner,94,3,34,Optimization,Continue,Increase
S062,Optimization,Intermediate,73,2,29,Optimization,Continue,Same
S062,Optimization,Intermediate,46,4,16,Optimization,Revision,Decrease
S062,Optimization,Beginner,67,4,6,Optimization,Continue,Same
S062,Optimization,Beginner,69,4,42,Optimization,Continue,Same
S062,Optimization,Beginner,83,1,14,Optimization,Continue,Increase
S062,Optimization,Intermediate,94,2,54,Optimization,Continue,Increase
S063,Optimization,Beginner,34,4,29,Optimization,Revision,Same
S063,Optimization,Beginner,5,1,54,Optimization,Revision,Same
S063,Optimization,Beginner,49,1,39,Optimization,Revision,Same
S063,Optimization,Beginner,58,3,26,Optimization,Continue,Same
S063,Optimization,Beginner,48,2,42,Optimization,Revision,Same
S063,Optimization,Beginner,41,3,12,Optimization,Revision,Same
S063,Optimization,Beginner,62,3,54,Optimization,Continue,Same
S063,Optimization,Beginner,52,4,59,Optimization,Continue,Same
S063,Optimization,Beginner,97,2,42,Optimization,Continue,Increase
S063,Optimization,Intermediate,44,2,22,Optimization,Revision,Decrease
S063,Optimization,Beginner,79,3,42,Optimization,Continue,Same
S063,Optimization,Beginner,76,1,34,Optimization,Continue,Same
S063,Optimization,Beginner,95,3,60,Optimization,Continue,Increase
S063,Optimization,Intermediate,69,1,39,Optimization,Continue,Same
S063,Optimization,Intermediate,49,2,13,Optimization,Revision,Decrease
S063,Optimization,Beginner,85,1,50,Optimization,Continue,Increase
S063,Optimization,Intermediate,87,2,19,Optimization,Continue,Increase
S063,Optimization,Advanced,56,2,11,Optimization,Continue,Same
S063,Optimization,Advanced,61,4,46,Optimization,Continue,Same
S063,Optimization,Advanced,50,2,21,Optimization,Continue,Same
S064,Optimization,Beginner,23,1,14,Optimization,Revision,Same
S064,Optimization,Beginner,34,2,20,Optimization,Revision,Same
S064,Optimization,Beginner,45,4,43,Optimization,Revision,Same
S064,Optimization,Beginner,25,4,29,Optimization,Revision,Same
S064,Optimization,Beginner,42,1,14,Optimization,Revision,Same
S064,Optimization,Beginner,63,4,17,Optimization,Continue,Same
S064,Optimization,Beginner,70,4,54,Optimization,Continue,Same
S064,Optimization,Beginner,57,1,7,Optimization,Continue,Same
S064,Optimization,Beginner,74,1,23,Optimization,Continue,Same
S064,Optimization,Beginner,94,2,26,Optimization,Continue,Increase
S064,Optimization,Intermediate,71,2,50,Optimization,Continue,Same
S064,Optimization,Intermediate,55,1,53,Optimization,Continue,Same
S064,Optimization,Intermediate,62,4,46,Optimization,Continue,Same
S064,Optimization,Intermediate,66,1,22,Optimization,Continue,Same
S064,Optimization,Intermediate,61,3,55,Optimization,Continue,Same
S064,Optimization,Intermediate,100,4,46,Optimization,Continue,Increase
S064,Optimization,Advanced,79,2,47,Optimization,Continue,Same
S064,Optimization,Advanced,44,3,50,Optimization,Revision,Decrease
S064,Optimization,Intermediate,45,4,30,Optimization,Revision,Decrease
S064,Optimization,Beginner,83,1,52,Optimization,Continue,Increase
S065,Optimization,Beginner,28,1,21,Optimization,Revision,Same
S065,Optimization,Beginner,32,3,24,Optimization,Revision,Same
S065,Optimization,Beginner,47,2,32,Optimization,Revision,Same
S065,Optimization,Beginner,44,1,15,Optimization,Revision,Same
S065,Optimization,Beginner,53,1,5,Optimization,Continue,Same
S065,Optimization,Beginner,63,4,24,Optimization,Continue,Same
S065,Optimization,Beginner,73,4,34,Optimization,Continue,Same
S065,Optimization,Beginner,55,2,53,Optimization,Continue,Same
S065,Optimization,Beginner,56,1,41,Optimization,Continue,Same
S065,Optimization,Beginner,42,4,17,Optimization,Revision,Same
S065,Optimization,Beginner,68,3,9,Optimization,Continue,Same
S065,Optimization,Beginner,81,3,31,Optimization,Continue,Increase
S065,Optimization,Intermediate,51,2,24,Optimization,Continue,Same
S065,Optimization,Intermediate,81,2,14,Optimization,Continue,Increase
S065,Optimization,Advanced,43,2,27,Optimization,Revision,Decrease
S065,Optimization,Intermediate,59,2,33,Optimization,Continue,Same
S065,Optimization,Intermediate,70,4,32,Optimization,Continue,Same
S065,Optimization,Intermediate,63,4,12,Optimization,Continue,Same
S065,Optimization,Intermediate,82,4,23,Optimization,Continue,Increase
S065,Optimization,Advanced,70,3,6,Optimization,Continue,Same
